city,timestamp,temperature,season
New York,2010-01-01,13.830907158741478,winter
New York,2010-01-02,5.700876483048079,winter
New York,2010-01-03,-1.2777587853436,winter
New York,2010-01-04,-1.4782885504438643,winter
New York,2010-01-05,-7.206206156430651,winter
New York,2010-01-06,3.521554728678929,winter
New York,2010-01-07,3.943425212450365,winter
New York,2010-01-08,-7.853694335434328,winter
New York,2010-01-09,6.2326627211879195,winter
New York,2010-01-10,-1.5910728034304302,winter
New York,2010-01-11,-9.251970769219872,winter
New York,2010-01-12,9.656624846772852,winter
New York,2010-01-13,-8.619461516350967,winter
New York,2010-01-14,2.4960050501192166,winter
New York,2010-01-15,2.2711675520673107,winter
New York,2010-01-16,-8.97960271182414,winter
New York,2010-01-17,-9.651293460452074,winter
New York,2010-01-18,-9.309310166727872,winter
New York,2010-01-19,-0.6271549056679837,winter
New York,2010-01-20,-3.39032325270076,winter
New York,2010-01-21,0.8111301064059604,winter
New York,2010-01-22,4.119185625673868,winter
New York,2010-01-23,-8.794666217493358,winter
New York,2010-01-24,3.331914097102098,winter
New York,2010-01-25,-5.079123374314679,winter
New York,2010-01-26,-2.2368397802186926,winter
New York,2010-01-27,-8.504233916550731,winter
New York,2010-01-28,2.861619709188554,winter
New York,2010-01-29,1.364252141724398,winter
New York,2010-01-30,-1.7502939375463697,winter
New York,2010-01-31,-6.893462586465856,winter
New York,2010-02-01,1.8582573800050353,winter
New York,2010-02-02,1.3628445411425247,winter
New York,2010-02-03,-0.1337375292971488,winter
New York,2010-02-04,-3.305409950479497,winter
New York,2010-02-05,2.2393968210844326,winter
New York,2010-02-06,0.23324067083034,winter
New York,2010-02-07,2.9942406182161045,winter
New York,2010-02-08,-4.518732413777857,winter
New York,2010-02-09,8.584179099264164,winter
New York,2010-02-10,-4.606320579964366,winter
New York,2010-02-11,0.1511437886506035,winter
New York,2010-02-12,2.206473031201572,winter
New York,2010-02-13,1.6285959721577492,winter
New York,2010-02-14,0.5136289146358783,winter
New York,2010-02-15,-9.133187274661447,winter
New York,2010-02-16,1.28503499184106,winter
New York,2010-02-17,-2.8829810934811206,winter
New York,2010-02-18,3.302060658194048,winter
New York,2010-02-19,-3.1583361495113147,winter
New York,2010-02-20,4.498992679392701,winter
New York,2010-02-21,-1.4645057409443845,winter
New York,2010-02-22,-2.820436047845912,winter
New York,2010-02-23,-5.585608670581887,winter
New York,2010-02-24,0.5601705227932303,winter
New York,2010-02-25,-8.218853088538257,winter
New York,2010-02-26,13.012648074617971,winter
New York,2010-02-27,-3.933658312383253,winter
New York,2010-02-28,-3.964895990929231,winter
New York,2010-03-01,12.922420915496886,spring
New York,2010-03-02,6.33264221646529,spring
New York,2010-03-03,17.273368781329157,spring
New York,2010-03-04,6.796169306916112,spring
New York,2010-03-05,11.038717959303163,spring
New York,2010-03-06,9.905786335374202,spring
New York,2010-03-07,14.860038945842081,spring
New York,2010-03-08,10.661225793722444,spring
New York,2010-03-09,10.2145031293149,spring
New York,2010-03-10,7.057999833619864,spring
New York,2010-03-11,19.12539435473042,spring
New York,2010-03-12,6.553967157749019,spring
New York,2010-03-13,14.845446501228704,spring
New York,2010-03-14,2.0249691976932125,spring
New York,2010-03-15,2.772597788429751,spring
New York,2010-03-16,8.36394602017853,spring
New York,2010-03-17,4.053906378731828,spring
New York,2010-03-18,6.295415321442182,spring
New York,2010-03-19,7.1263241979014005,spring
New York,2010-03-20,11.694499375963098,spring
New York,2010-03-21,9.196248835253364,spring
New York,2010-03-22,5.724515057819617,spring
New York,2010-03-23,12.413533990667064,spring
New York,2010-03-24,10.196481885655226,spring
New York,2010-03-25,10.118430665839822,spring
New York,2010-03-26,11.982129767810722,spring
New York,2010-03-27,3.9458982477423064,spring
New York,2010-03-28,5.2184872327054626,spring
New York,2010-03-29,12.934170041742021,spring
New York,2010-03-30,12.306911231976997,spring
New York,2010-03-31,8.086763318071945,spring
New York,2010-04-01,0.9758982272101111,spring
New York,2010-04-02,16.906357622895428,spring
New York,2010-04-03,8.08972586285338,spring
New York,2010-04-04,3.3980188848365156,spring
New York,2010-04-05,7.8620577654535255,spring
New York,2010-04-06,7.4007593309829325,spring
New York,2010-04-07,18.07722584515421,spring
New York,2010-04-08,13.163510401815453,spring
New York,2010-04-09,5.186967523774413,spring
New York,2010-04-10,11.944321404837087,spring
New York,2010-04-11,20.93563714144091,spring
New York,2010-04-12,16.36306644856994,spring
New York,2010-04-13,13.478169540802645,spring
New York,2010-04-14,4.417622626248177,spring
New York,2010-04-15,7.640179267772742,spring
New York,2010-04-16,24.016557379335104,spring
New York,2010-04-17,14.784779694578331,spring
New York,2010-04-18,7.071861796539265,spring
New York,2010-04-19,10.840512417941456,spring
New York,2010-04-20,6.7458506862178975,spring
New York,2010-04-21,13.132411486794101,spring
New York,2010-04-22,9.742699331392338,spring
New York,2010-04-23,3.573260871215135,spring
New York,2010-04-24,9.894998643588059,spring
New York,2010-04-25,10.799107504744777,spring
New York,2010-04-26,7.86929345583593,spring
New York,2010-04-27,14.671456480508287,spring
New York,2010-04-28,18.23262336691645,spring
New York,2010-04-29,13.438506225652471,spring
New York,2010-04-30,8.3407302281962,spring
New York,2010-05-01,15.033893865206004,spring
New York,2010-05-02,3.71661127261204,spring
New York,2010-05-03,8.228209788487366,spring
New York,2010-05-04,9.809814577078285,spring
New York,2010-05-05,9.822192847809609,spring
New York,2010-05-06,11.876324463237154,spring
New York,2010-05-07,0.9651868453395345,spring
New York,2010-05-08,12.382445011982693,spring
New York,2010-05-09,1.908861070706358,spring
New York,2010-05-10,6.089846207363251,spring
New York,2010-05-11,5.149681690137948,spring
New York,2010-05-12,9.736368941446822,spring
New York,2010-05-13,13.969030716376373,spring
New York,2010-05-14,4.478388764904983,spring
New York,2010-05-15,9.30785649264349,spring
New York,2010-05-16,1.699871233855193,spring
New York,2010-05-17,19.94274785726872,spring
New York,2010-05-18,16.409163830871044,spring
New York,2010-05-19,12.950649833250466,spring
New York,2010-05-20,13.515563886480585,spring
New York,2010-05-21,17.76057090017625,spring
New York,2010-05-22,9.9710905695992,spring
New York,2010-05-23,14.195291685659985,spring
New York,2010-05-24,18.344112297098434,spring
New York,2010-05-25,20.58947871350862,spring
New York,2010-05-26,6.61016482128076,spring
New York,2010-05-27,8.684986182942904,spring
New York,2010-05-28,17.68795580256002,spring
New York,2010-05-29,14.445271396986687,spring
New York,2010-05-30,13.865114789366734,spring
New York,2010-05-31,10.243151160258131,spring
New York,2010-06-01,24.095452312995373,summer
New York,2010-06-02,19.967079260415872,summer
New York,2010-06-03,24.758534161231857,summer
New York,2010-06-04,26.510090282851717,summer
New York,2010-06-05,22.582670380903615,summer
New York,2010-06-06,25.038654868561885,summer
New York,2010-06-07,22.307716796468757,summer
New York,2010-06-08,19.087322671967065,summer
New York,2010-06-09,15.723208591708792,summer
New York,2010-06-10,20.972874083130563,summer
New York,2010-06-11,26.6444971592932,summer
New York,2010-06-12,30.651881845464835,summer
New York,2010-06-13,21.202167702287976,summer
New York,2010-06-14,27.452260138383973,summer
New York,2010-06-15,24.891719691619944,summer
New York,2010-06-16,29.499939560692933,summer
New York,2010-06-17,19.73486592301245,summer
New York,2010-06-18,20.803056791242458,summer
New York,2010-06-19,24.327955495088528,summer
New York,2010-06-20,31.563568269969352,summer
New York,2010-06-21,27.543477699184926,summer
New York,2010-06-22,30.294815447234228,summer
New York,2010-06-23,28.07510839937131,summer
New York,2010-06-24,29.617732019831898,summer
New York,2010-06-25,17.115327081142567,summer
New York,2010-06-26,18.2472215379621,summer
New York,2010-06-27,26.170672925655737,summer
New York,2010-06-28,22.42761196900535,summer
New York,2010-06-29,31.009318292092715,summer
New York,2010-06-30,22.124735025519815,summer
New York,2010-07-01,32.06240992428952,summer
New York,2010-07-02,19.068552296221043,summer
New York,2010-07-03,11.90525678587174,summer
New York,2010-07-04,24.799833890070456,summer
New York,2010-07-05,23.54818914768013,summer
New York,2010-07-06,25.55631835910396,summer
New York,2010-07-07,22.351704760330836,summer
New York,2010-07-08,22.660091193559335,summer
New York,2010-07-09,24.563674919606903,summer
New York,2010-07-10,18.606466058685175,summer
New York,2010-07-11,24.68577237609312,summer
New York,2010-07-12,18.018403572202125,summer
New York,2010-07-13,24.182997538664303,summer
New York,2010-07-14,27.878956392004284,summer
New York,2010-07-15,26.278392459520937,summer
New York,2010-07-16,17.67475236783869,summer
New York,2010-07-17,30.02865073959044,summer
New York,2010-07-18,29.384593306811503,summer
New York,2010-07-19,20.92903832701173,summer
New York,2010-07-20,20.578488256626144,summer
New York,2010-07-21,24.862937136679495,summer
New York,2010-07-22,22.40106520692262,summer
New York,2010-07-23,26.54995794026012,summer
New York,2010-07-24,20.745814899640163,summer
New York,2010-07-25,21.814090700767157,summer
New York,2010-07-26,24.393004789971236,summer
New York,2010-07-27,26.206267096257324,summer
New York,2010-07-28,23.64478219900633,summer
New York,2010-07-29,25.33238671204055,summer
New York,2010-07-30,37.40203793527845,summer
New York,2010-07-31,28.406462145549032,summer
New York,2010-08-01,28.783683844631746,summer
New York,2010-08-02,24.867804980692107,summer
New York,2010-08-03,19.803985659080773,summer
New York,2010-08-04,30.57984074360953,summer
New York,2010-08-05,19.171842959691254,summer
New York,2010-08-06,26.021237464977254,summer
New York,2010-08-07,19.56893807534732,summer
New York,2010-08-08,22.47613101238539,summer
New York,2010-08-09,23.293950725549077,summer
New York,2010-08-10,29.63292913557635,summer
New York,2010-08-11,27.908697643639165,summer
New York,2010-08-12,27.664200618464793,summer
New York,2010-08-13,22.31122867826923,summer
New York,2010-08-14,33.99370552941021,summer
New York,2010-08-15,29.55515902330386,summer
New York,2010-08-16,24.110866247295814,summer
New York,2010-08-17,20.780054090875687,summer
New York,2010-08-18,21.70315322243085,summer
New York,2010-08-19,28.621966373892104,summer
New York,2010-08-20,28.06726148319003,summer
New York,2010-08-21,29.086245545453945,summer
New York,2010-08-22,24.020846466288138,summer
New York,2010-08-23,22.504100656162453,summer
New York,2010-08-24,23.391379170623573,summer
New York,2010-08-25,26.950724109593963,summer
New York,2010-08-26,23.7740645075766,summer
New York,2010-08-27,21.606159856484393,summer
New York,2010-08-28,25.584845538584876,summer
New York,2010-08-29,23.02738352187789,summer
New York,2010-08-30,28.750663314512973,summer
New York,2010-08-31,11.351009285050235,summer
New York,2010-09-01,15.916092140909253,autumn
New York,2010-09-02,1.8510978771578834,autumn
New York,2010-09-03,13.180496447342744,autumn
New York,2010-09-04,10.075070083173511,autumn
New York,2010-09-05,7.921707484917234,autumn
New York,2010-09-06,15.32602842247449,autumn
New York,2010-09-07,10.221333418809401,autumn
New York,2010-09-08,12.221704609169706,autumn
New York,2010-09-09,8.443321883788613,autumn
New York,2010-09-10,13.869593767987874,autumn
New York,2010-09-11,12.631991020661715,autumn
New York,2010-09-12,15.209912051289992,autumn
New York,2010-09-13,18.96069412209949,autumn
New York,2010-09-14,14.259743837710614,autumn
New York,2010-09-15,17.21884397559146,autumn
New York,2010-09-16,12.715512263187303,autumn
New York,2010-09-17,16.795740200833794,autumn
New York,2010-09-18,5.373794312131357,autumn
New York,2010-09-19,19.381600821812885,autumn
New York,2010-09-20,13.435379533923829,autumn
New York,2010-09-21,16.55024570923286,autumn
New York,2010-09-22,19.31399136339204,autumn
New York,2010-09-23,8.07563006958155,autumn
New York,2010-09-24,9.535907576335138,autumn
New York,2010-09-25,11.040690960483005,autumn
New York,2010-09-26,14.252117153613478,autumn
New York,2010-09-27,18.453560627820593,autumn
New York,2010-09-28,21.303213984992546,autumn
New York,2010-09-29,10.533555084112788,autumn
New York,2010-09-30,5.666618864822137,autumn
New York,2010-10-01,12.82991456881036,autumn
New York,2010-10-02,14.678740256011064,autumn
New York,2010-10-03,16.120951608682265,autumn
New York,2010-10-04,22.19931683712587,autumn
New York,2010-10-05,19.05115630426769,autumn
New York,2010-10-06,21.35908006066745,autumn
New York,2010-10-07,17.405006045860237,autumn
New York,2010-10-08,18.987102493086358,autumn
New York,2010-10-09,23.643876232747058,autumn
New York,2010-10-10,9.981324785358208,autumn
New York,2010-10-11,17.971163112788208,autumn
New York,2010-10-12,22.614004158890584,autumn
New York,2010-10-13,19.626421905845966,autumn
New York,2010-10-14,13.756313754434277,autumn
New York,2010-10-15,14.970485195851815,autumn
New York,2010-10-16,7.668448264456785,autumn
New York,2010-10-17,14.813193333992004,autumn
New York,2010-10-18,10.36223891527382,autumn
New York,2010-10-19,16.4929254356886,autumn
New York,2010-10-20,17.75236306783677,autumn
New York,2010-10-21,9.54336098580002,autumn
New York,2010-10-22,10.147391575674613,autumn
New York,2010-10-23,18.19657409825577,autumn
New York,2010-10-24,13.587696787849083,autumn
New York,2010-10-25,17.662842759614932,autumn
New York,2010-10-26,15.476947670948528,autumn
New York,2010-10-27,10.890205743074516,autumn
New York,2010-10-28,16.523400853246148,autumn
New York,2010-10-29,14.844353816753781,autumn
New York,2010-10-30,17.165829977344483,autumn
New York,2010-10-31,12.353101584901891,autumn
New York,2010-11-01,18.828812053252236,autumn
New York,2010-11-02,16.144122136232763,autumn
New York,2010-11-03,21.966390782007306,autumn
New York,2010-11-04,11.122147920159026,autumn
New York,2010-11-05,12.955441841068652,autumn
New York,2010-11-06,11.530090797413592,autumn
New York,2010-11-07,13.058815634962407,autumn
New York,2010-11-08,5.9104320094055876,autumn
New York,2010-11-09,11.421118831440054,autumn
New York,2010-11-10,19.69972832267753,autumn
New York,2010-11-11,1.2863523531972998,autumn
New York,2010-11-12,9.876695017599868,autumn
New York,2010-11-13,14.949505290101282,autumn
New York,2010-11-14,11.121643253554161,autumn
New York,2010-11-15,12.39034308749949,autumn
New York,2010-11-16,9.699361854879047,autumn
New York,2010-11-17,6.66543718145244,autumn
New York,2010-11-18,11.442371146056171,autumn
New York,2010-11-19,14.809884826961772,autumn
New York,2010-11-20,16.52635060578372,autumn
New York,2010-11-21,16.742138790281043,autumn
New York,2010-11-22,17.32115303350744,autumn
New York,2010-11-23,12.974098447134459,autumn
New York,2010-11-24,20.291595754397058,autumn
New York,2010-11-25,4.444810500750496,autumn
New York,2010-11-26,27.367220110022586,autumn
New York,2010-11-27,17.03288467738583,autumn
New York,2010-11-28,15.08367812127094,autumn
New York,2010-11-29,11.247708542931965,autumn
New York,2010-11-30,16.393422329910603,autumn
New York,2010-12-01,7.082088574471902,winter
New York,2010-12-02,0.24733563248299184,winter
New York,2010-12-03,3.018328983602312,winter
New York,2010-12-04,2.21852802173455,winter
New York,2010-12-05,-4.205478913937707,winter
New York,2010-12-06,3.0883781638101477,winter
New York,2010-12-07,-4.403201469504553,winter
New York,2010-12-08,-5.5390492856692255,winter
New York,2010-12-09,5.152118283497652,winter
New York,2010-12-10,-2.659603567829365,winter
New York,2010-12-11,-3.3373134300823675,winter
New York,2010-12-12,1.9521518453762816,winter
New York,2010-12-13,13.842203792300127,winter
New York,2010-12-14,-1.469529050111673,winter
New York,2010-12-15,-1.832519171427827,winter
New York,2010-12-16,7.723092248955375,winter
New York,2010-12-17,-7.481086110501197,winter
New York,2010-12-18,-1.2377058760291209,winter
New York,2010-12-19,-8.234031077608204,winter
New York,2010-12-20,9.526582650548567,winter
New York,2010-12-21,2.0960516328045085,winter
New York,2010-12-22,-9.838448723689826,winter
New York,2010-12-23,-5.040232839037482,winter
New York,2010-12-24,-3.8299399562788086,winter
New York,2010-12-25,1.3536957308761597,winter
New York,2010-12-26,-0.4978096465532943,winter
New York,2010-12-27,2.563992122040526,winter
New York,2010-12-28,-3.1666520195553254,winter
New York,2010-12-29,2.785388678259138,winter
New York,2010-12-30,-4.731584333288205,winter
New York,2010-12-31,5.228126961555071,winter
New York,2011-01-01,1.2051612551488293,winter
New York,2011-01-02,-1.773707742056626,winter
New York,2011-01-03,1.6742674146867966,winter
New York,2011-01-04,-2.7162353350751363,winter
New York,2011-01-05,0.3269914182022009,winter
New York,2011-01-06,-1.5940833361904303,winter
New York,2011-01-07,-7.814282154535204,winter
New York,2011-01-08,2.1171654243818923,winter
New York,2011-01-09,0.3743839327302382,winter
New York,2011-01-10,11.097237597311018,winter
New York,2011-01-11,-10.181561435380855,winter
New York,2011-01-12,-2.9186230622989844,winter
New York,2011-01-13,12.341865025419022,winter
New York,2011-01-14,-10.575204566886642,winter
New York,2011-01-15,1.8334273142513593,winter
New York,2011-01-16,-0.0889167871872547,winter
New York,2011-01-17,-8.163746871204163,winter
New York,2011-01-18,-0.01253700660124559,winter
New York,2011-01-19,7.710902207762377,winter
New York,2011-01-20,-2.5968404658580995,winter
New York,2011-01-21,4.589858291773281,winter
New York,2011-01-22,1.791257804681763,winter
New York,2011-01-23,-4.6801124503354625,winter
New York,2011-01-24,3.6044807646823704,winter
New York,2011-01-25,6.47544713724153,winter
New York,2011-01-26,-2.4962602458281156,winter
New York,2011-01-27,4.81995905732981,winter
New York,2011-01-28,-7.545568350917863,winter
New York,2011-01-29,3.432319921289449,winter
New York,2011-01-30,-1.9841057295557054,winter
New York,2011-01-31,0.12434290320651152,winter
New York,2011-02-01,2.241329332685637,winter
New York,2011-02-02,-2.311585909446791,winter
New York,2011-02-03,-5.263896726981465,winter
New York,2011-02-04,9.612420183859676,winter
New York,2011-02-05,0.8682607086612936,winter
New York,2011-02-06,5.061873257948056,winter
New York,2011-02-07,-10.828001103508365,winter
New York,2011-02-08,1.1079506649059176,winter
New York,2011-02-09,-3.144366401235259,winter
New York,2011-02-10,-1.5080187156273124,winter
